slug,genre,title,content_status,portfolio_block,intent_type,seo_tier,seo_score,auto_decision,merge_target,primary_keyword_hint,rationale,in_keep_core,field_id,field_match,is_custom_slug,expert_pass,slug_cluster,manual_decision,notes
field-physio-basics,分野別対策,第一種衛生管理者·労働生理基礎【10問·WBGT·足切り】,published,E分野,do,B,56,keep,,第一種衛生管理者·労働生理基礎【10問·WBGT·足切り】,分野別（field-physio-basics）（スコア上位で keep 候補）,no,physio,ok,no,no,field,,
field-physio-past-question-focus,分野別対策,第一種衛生管理者・労働生理過去問焦点【WBGT·作業強度·優先順】,published,E分野,do,B,56,keep,,第一種衛生管理者・労働生理過去問焦点【WBGT·作業強度·優先順】,分野別（field-physio-past-question-focus）（スコア上位で keep 候補）,no,physio,ok,no,no,field,,
past-questions-by-field,過去問活用,第一種衛生管理者試験の分野別過去問の解き方【5出題範囲】,published,E過去問,do,B,58,keep,,第一種衛生管理者試験の分野別過去問の解き方【5出題範囲】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
exam-day-flow,直前・当日,第一種衛生管理者試験の当日の流れ【受付〜終了·44問180分】,published,F直前,do,A,68,keep,,第一種衛生管理者試験の当日の流れ【受付〜終了·44問180分】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
exam-day-items,直前・当日,第一種衛生管理者試験の試験当日の持ち物【要項·禁止物·2段階点検】,published,F直前,do,A,68,keep,,第一種衛生管理者試験の試験当日の持ち物【要項·禁止物·2段階点検】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
final-day-checklist,直前・当日,第一種衛生管理者試験の試験前日チェックリスト【10/12·13:30開始】,published,F直前,do,A,68,keep,,第一種衛生管理者試験の試験前日チェックリスト【10/12·13:30開始】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
after-pass-procedure,注意点・更新,第一種衛生管理者試験の合格発表後フロー,published,G合格後,do,C,48,keep,,第一種衛生管理者試験の合格発表後フロー,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,after-pass,,
retake-strategy,注意点・更新,第一種衛生管理者試験の再受験の戦略【足切り攻略·44問180分】,published,G合格後,do,C,48,keep,,第一種衛生管理者試験の再受験の戦略【足切り攻略·44問180分】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
chokuzen-1kagetsu,直前・当日,第一種衛生管理者・試験直前1ヶ月の対策【やること優先順位】,published,I固有,do,A,42,keep,,第一種衛生管理者・試験直前1ヶ月の対策【やること優先順位】,テンプレ外の固有 slug（検索需要を人手確認）（スコア上位で keep 候補）,no,,n/a,yes,no,other,,
chokuzen-1shukan,直前・当日,第一種衛生管理者・試験直前1週間の対策【最終確認リスト】,published,I固有,do,A,42,keep,,第一種衛生管理者・試験直前1週間の対策【最終確認リスト】,テンプレ外の固有 slug（検索需要を人手確認）（スコア上位で keep 候補）,no,,n/a,yes,no,other,,
goukaku-go-tetsuzuki,受験・申込,第一種衛生管理者·合格後の手続き【選任·届出·証明】,published,I固有,do,A,42,keep,,第一種衛生管理者·合格後の手続き【選任·届出·証明】,テンプレ外の固有 slug（検索需要を人手確認）（スコア上位で keep 候補）,no,,n/a,yes,no,other,,
goukaku-kijun,試験概要,第一種衛生管理者の合格点·合格基準【240点·各出題範囲40％足切り】,published,I固有,do,A,42,keep,,第一種衛生管理者の合格点·合格基準【240点·各出題範囲40％足切り】,テンプレ外の固有 slug（検索需要を人手確認）（スコア上位で keep 候補）,no,,n/a,yes,no,other,,
goukakuritsu,試験概要,第一種衛生管理者の合格率・難易度【公表50％前後でも足切りで落ちる理由】,published,I固有,do,A,42,keep,,第一種衛生管理者の合格率・難易度【公表50％前後でも足切りで落ちる理由】,テンプレ外の固有 slug（検索需要を人手確認）（スコア上位で keep 候補）,no,,n/a,yes,no,other,,
hoken-shi-juken,独学対策,保健師·看護師から第一種衛生管理者【受験·勉強のコツ】,published,I固有,do,A,42,keep,,保健師·看護師から第一種衛生管理者【受験·勉強のコツ】,テンプレ外の固有 slug（検索需要を人手確認）（スコア上位で keep 候補）,no,,n/a,yes,no,other,,
jisseki-shomeisho,受験・申込,第一種衛生管理者·実務経験証明【事業者証明書のポイント】,published,I固有,do,A,42,keep,,第一種衛生管理者·実務経験証明【事業者証明書のポイント】,テンプレ外の固有 slug（検索需要を人手確認）（スコア上位で keep 候補）,no,,n/a,yes,no,other,,
juken-shikaku,試験概要,第一種衛生管理者の受験資格【学歴別·実務年数一覧】,published,I固有,do,A,42,keep,,第一種衛生管理者の受験資格【学歴別·実務年数一覧】,テンプレ外の固有 slug（検索需要を人手確認）（スコア上位で keep 候補）,no,,n/a,yes,no,other,,
affiliate-dokugaku-goukaku-hokan,独学対策,第一種衛生管理者は独学で合格できる？勉強時間の目安と通信講座が効くケース,published,Jアフィ,buy,A,62,keep,,第一種衛生管理者は独学で合格できる？勉強時間の目安と通信講座が効くケース,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-qualification-support-service,受験・申込,第一種衛生管理者試験の受験支援サービス比較【公式申込 vs 書類チェック vs 講座付帯】【2026年度版】,published,Jアフィ,buy,A,62,keep,,第一種衛生管理者試験の受験支援サービス比較【公式申込 vs 書類チェック vs 講座付帯】【2026年度版】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-beginner-material-set,学習計画,第一種衛生管理者の初学者向け教材セット3選【速習・要点整理2026】,published,Jアフィ,buy,B,56,keep,,第一種衛生管理者の初学者向け教材セット3選【速習・要点整理2026】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-free-vs-paid-study,独学対策,第一種衛生管理者試験の無料と有料教材の使い分け【独学2026】,published,Jアフィ,buy,B,56,keep,,第一種衛生管理者試験の無料と有料教材の使い分け【独学2026】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-mock-exam-materials,過去問活用,第一種衛生管理者試験の模試·予想問題3選【44問本番形式2026】,published,Jアフィ,buy,B,56,keep,,第一種衛生管理者試験の模試·予想問題3選【44問本番形式2026】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-online-course-compare,独学対策,第一種衛生管理者のオンライン講座比較【SMART合格講座 vs オンスク】独学との併用,published,Jアフィ,buy,B,56,keep,,第一種衛生管理者のオンライン講座比較【SMART合格講座 vs オンスク】独学との併用,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-problem-books,独学対策,第一種衛生管理者のおすすめ問題集3選【過去問・予想模試2026】,published,Jアフィ,buy,B,56,keep,,第一種衛生管理者のおすすめ問題集3選【過去問・予想模試2026】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-retake-short-course,学習計画,第一種衛生管理者試験の再受験向け短期講座比較【オンスク vs SMART】弱点2科目【2026年度版】,published,Jアフィ,buy,B,56,keep,,第一種衛生管理者試験の再受験向け短期講座比較【オンスク vs SMART】弱点2科目【2026年度版】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-textbooks-recommend,独学対策,第一種衛生管理者のおすすめ参考書・テキスト3選【2026年度版・独学】,published,Jアフィ,buy,B,56,keep,,第一種衛生管理者のおすすめ参考書・テキスト3選【2026年度版・独学】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
compare-similar-qualifications,試験概要,第一種衛生管理者と類似資格の比較【第二種·作業環境測定士】,archived,A制度,do,C,28,skip,,第一種衛生管理者と類似資格の比較【第二種·作業環境測定士】,非公開（archived）,no,,n/a,no,no,compare,,
exam-purpose-and-career,試験概要,第一種衛生管理者試験の目的とキャリア【選任·100問5科目】,archived,A制度,do,C,28,skip,,第一種衛生管理者試験の目的とキャリア【選任·100問5科目】,非公開（archived）,no,,n/a,no,no,other,,
first-time-exam-guide,試験概要,第一種衛生管理者·初めて受験する人向けガイド【100問5科目】,archived,A制度,do,C,28,skip,,第一種衛生管理者·初めて受験する人向けガイド【100問5科目】,非公開（archived）,no,,n/a,no,no,other,,
concurrent-exam-rules,受験・申込,第一種衛生管理者試験の併願·同日受験のルール,archived,A制度,do,A,9,skip,exam-eligibility,第一種衛生管理者試験の併願·同日受験のルール,非公開（archived）,no,,n/a,no,no,other,,
education-requirement,受験・申込,第一種衛生管理者試験の学歴要件【卒業区分と受験資格】,archived,A制度,do,A,9,skip,exam-eligibility,第一種衛生管理者試験の学歴要件【卒業区分と受験資格】,非公開（archived）,no,,n/a,no,no,other,,
exemption-system,受験・申込,第一種衛生管理者試験の免除制度【科目免除·要項確認】,archived,A制度,do,A,9,skip,exam-eligibility,第一種衛生管理者試験の免除制度【科目免除·要項確認】,非公開（archived）,no,,n/a,no,no,other,,
reschedule-and-absence,受験・申込,第一種衛生管理者試験の欠席·再受験【日程変更と手続き】,archived,A制度,do,A,9,skip,exam-schedule,第一種衛生管理者試験の欠席·再受験【日程変更と手続き】,非公開（archived）,no,,n/a,no,no,other,,
work-experience-requirement,受験・申込,第一種衛生管理者試験の実務経験と受験資格【年数·証明の要点】,archived,A制度,do,A,9,skip,exam-eligibility,第一種衛生管理者試験の実務経験と受験資格【年数·証明の要点】,非公開（archived）,no,,n/a,no,no,other,,
new-topics-trend,出題・形式,第一種衛生管理者試験の近年出題トレンド【616問参考·要項照合】,archived,B形式,do,C,7,skip,syllabus-how-to-read,第一種衛生管理者試験の近年出題トレンド【616問参考·要項照合】,非公開（archived）,no,,n/a,no,no,other,,
scope-revision-history,出題・形式,第一種衛生管理者試験の出題範囲改定履歴【要項差分の追い方】,archived,B形式,do,C,7,skip,syllabus-how-to-read,第一種衛生管理者試験の出題範囲改定履歴【要項差分の追い方】,非公開（archived）,no,,n/a,no,no,other,,
scope-vs-past-questions,出題・形式,第一種衛生管理者試験の範囲と616問演習の対応【14回分の使い方】,archived,B形式,do,C,7,skip,syllabus-how-to-read,第一種衛生管理者試験の範囲と616問演習の対応【14回分の使い方】,非公開（archived）,no,,n/a,no,no,other,,
weight-by-topic,出題・形式,第一種衛生管理者試験の分野別配点【5科目各20問·足切り40％】,archived,B形式,do,C,7,skip,subject-breakdown,第一種衛生管理者試験の分野別配点【5科目各20問·足切り40％】,非公開（archived）,no,,n/a,no,no,other,,
cbt-computer-exam,出題・形式,第一種衛生管理者試験のCBT·試験センター対策【100問·180分·5科目】,archived,B形式,do,C,5,skip,,第一種衛生管理者試験のCBT·試験センター対策【100問·180分·5科目】,非公開（archived）,no,,n/a,no,no,other,,
difficulty-for-beginners,合格・難易度,第一種衛生管理者試験の初学者向け難易度の見方,archived,C難易度,do,A,38,skip,,第一種衛生管理者試験の初学者向け難易度の見方,非公開（archived）,no,,n/a,no,no,other,,
exam-difficulty,合格・難易度,第一種衛生管理者試験の難易度【足切り40％で落ちる理由】,archived,C難易度,do,A,38,skip,,第一種衛生管理者試験の難易度【足切り40％で落ちる理由】,非公開（archived）,no,,n/a,no,no,other,,
pass-rate-how-to-read,合格・難易度,第一種衛生管理者の合格率・統計の読み方【公表資料と演習得点の比較】,archived,C難易度,do,A,38,skip,,第一種衛生管理者の合格率・統計の読み方【公表資料と演習得点の比較】,非公開（archived）,no,,n/a,no,no,other,,
self-study-schedule,独学対策,第一種衛生管理者試験の独学の週間・月間スケジュール【週8時間表】,archived,D学習,do,A,36,skip,,第一種衛生管理者試験の独学の週間・月間スケジュール【週8時間表】,非公開（archived）,no,,n/a,no,no,other,,
balance-work-study,学習計画,第一種衛生管理者試験の仕事と勉強の両立【境界線と休息】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の仕事と勉強の両立【境界線と休息】,非公開（archived）,no,,n/a,no,no,other,,
correspondence-course-guide,独学対策,第一種衛生管理者試験の通信講座の選び方【独学との併用判断】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の通信講座の選び方【独学との併用判断】,非公開（archived）,no,,n/a,no,no,other,,
first-30-days-plan,学習計画,第一種衛生管理者試験の最初の30日の学習計画,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の最初の30日の学習計画,非公開（archived）,no,,n/a,no,no,other,,
free-materials-online,独学対策,第一種衛生管理者試験の無料教材の活用【演習616問・用語解説】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の無料教材の活用【演習616問・用語解説】,非公開（archived）,no,,n/a,no,no,other,,
self-study-environment,独学対策,第一種衛生管理者試験の独学環境の整え方【机・180分演習再現】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の独学環境の整え方【机・180分演習再現】,非公開（archived）,no,,n/a,no,no,other,,
self-study-mistakes,独学対策,第一種衛生管理者試験の独学のよくある失敗【5科目足切り5パターン】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の独学のよくある失敗【5科目足切り5パターン】,非公開（archived）,no,,n/a,no,no,other,,
self-study-motivation,独学対策,第一種衛生管理者試験の独学のモチベーション維持【週次ゴール設計】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の独学のモチベーション維持【週次ゴール設計】,非公開（archived）,no,,n/a,no,no,other,,
self-study-start,独学対策,第一種衛生管理者試験の独学の始め方【5科目・100問から逆算】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の独学の始め方【5科目・100問から逆算】,非公開（archived）,no,,n/a,no,no,other,,
self-study-without-school,独学対策,第一種衛生管理者試験の資格学校なしの独学【テキスト1冊＋616問】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の資格学校なしの独学【テキスト1冊＋616問】,非公開（archived）,no,,n/a,no,no,other,,
study-plan-1year,学習計画,第一種衛生管理者試験の1年学習計画【週3〜4時間の長期独学】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の1年学習計画【週3〜4時間の長期独学】,非公開（archived）,no,,n/a,no,no,other,,
study-plan-3months,学習計画,第一種衛生管理者試験の3ヶ月学習計画【週12時間・短期集中】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の3ヶ月学習計画【週12時間・短期集中】,非公開（archived）,no,,n/a,no,no,other,,
study-plan-6months,学習計画,第一種衛生管理者試験の6ヶ月学習計画【4月開始・10月受験】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の6ヶ月学習計画【4月開始・10月受験】,非公開（archived）,no,,n/a,no,no,other,,
study-plan-beginner,学習計画,第一種衛生管理者試験の初学者向け学習計画【6か月・週10時間】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の初学者向け学習計画【6か月・週10時間】,非公開（archived）,no,,n/a,no,no,other,,
time-management,学習計画,第一種衛生管理者試験の学習時間管理·習慣化【週次ブロック·40％連動】,archived,D学習,do,B,30,skip,,第一種衛生管理者試験の学習時間管理·習慣化【週次ブロック·40％連動】,非公開（archived）,no,,n/a,no,no,other,,
almost-correct-review,復習・苦手克服,第一種衛生管理者試験の惜しい問題の復習【2択残り·7日サイクル】,archived,D学習,do,C,24,skip,,第一種衛生管理者試験の惜しい問題の復習【2択残り·7日サイクル】,非公開（archived）,no,,n/a,no,no,other,,
mistake-notebook,復習・苦手克服,第一種衛生管理者試験の間違いノートの作り方【5科目対応フォーマット】,archived,D学習,do,C,24,skip,,第一種衛生管理者試験の間違いノートの作り方【5科目対応フォーマット】,非公開（archived）,no,,n/a,no,no,other,,
note-taking-method,復習・苦手克服,第一種衛生管理者試験のノートの取り方【誤答4分類·100問連動】,archived,D学習,do,C,24,skip,,第一種衛生管理者試験のノートの取り方【誤答4分類·100問連動】,非公開（archived）,no,,n/a,no,no,other,,
plateau-breakthrough,復習・苦手克服,第一種衛生管理者試験の伸び悩み突破【55±3％·新規停止2週】,archived,D学習,do,C,24,skip,,第一種衛生管理者試験の伸び悩み突破【55±3％·新規停止2週】,非公開（archived）,no,,n/a,no,no,other,,
material-update-cycle,独学対策,第一種衛生管理者試験の教材版·年度更新【要項·テキスト·616問再確認】,archived,D学習,do,B,8,skip,syllabus-how-to-read,第一種衛生管理者試験の教材版·年度更新【要項·テキスト·616問再確認】,非公開（archived）,no,,n/a,no,no,other,,
problem-book-selection,独学対策,第一種衛生管理者試験の問題集の選び方【616問·一衛マスター演習·100問180分】,archived,D学習,do,B,8,skip,textbook-selection,第一種衛生管理者試験の問題集の選び方【616問·一衛マスター演習·100問180分】,非公開（archived）,no,,n/a,no,no,other,,
review-cycle-spaced,復習・苦手克服,第一種衛生管理者試験の間隔を空けた復習【7日→3日→1日サイクル】,archived,D学習,do,C,8,skip,retake-strategy,第一種衛生管理者試験の間隔を空けた復習【7日→3日→1日サイクル】,非公開（archived）,no,,n/a,no,no,other,,
textbook-vs-past-questions,独学対策,第一種衛生管理者試験のテキストと過去問の優先順位【章→20問→100問】,archived,D学習,do,B,8,skip,textbook-selection,第一種衛生管理者試験のテキストと過去問の優先順位【章→20問→100問】,非公開（archived）,no,,n/a,no,no,other,,
field-eisei-harm-calculation,分野別対策,第一種衛生管理者・労働衛生（有害）数値問題【濃度・保護具・計算】,archived,E分野,do,B,6,skip,field-eisei-harm-basics,第一種衛生管理者・労働衛生（有害）数値問題【濃度・保護具・計算】,非公開（archived）,no,eisei-harm,ok,no,no,field,,
field-eisei-harm-case-study,分野別対策,第一種衛生管理者・労働衛生（有害）事例問題【保護具・リスク・読解】,archived,E分野,do,B,6,skip,field-eisei-harm-basics,第一種衛生管理者・労働衛生（有害）事例問題【保護具・リスク・読解】,非公開（archived）,no,eisei-harm,ok,no,no,field,,
field-eisei-harm-frequent-topics,分野別対策,第一種衛生管理者・労働衛生（有害）頻出論点【保護具・リスクアセス】,archived,E分野,do,B,6,skip,field-eisei-harm-basics,第一種衛生管理者・労働衛生（有害）頻出論点【保護具・リスクアセス】,非公開（archived）,no,eisei-harm,ok,no,no,field,,
field-eisei-other-calculation,分野別対策,第一種衛生管理者・労働衛生（有害以外）数値問題【健診・ストレス・周期】,archived,E分野,do,B,6,skip,field-eisei-other-basics,第一種衛生管理者・労働衛生（有害以外）数値問題【健診・ストレス・周期】,非公開（archived）,no,eisei-other,ok,no,no,field,,
field-eisei-other-case-study,分野別対策,第一種衛生管理者・労働衛生（有害以外）事例問題【健診・ストレス・読解】,archived,E分野,do,B,6,skip,field-eisei-other-basics,第一種衛生管理者・労働衛生（有害以外）事例問題【健診・ストレス・読解】,非公開（archived）,no,eisei-other,ok,no,no,field,,
field-eisei-other-frequent-topics,分野別対策,第一種衛生管理者・労働衛生（有害以外）頻出論点【健康診断・ストレス】,archived,E分野,do,B,6,skip,field-eisei-other-basics,第一種衛生管理者・労働衛生（有害以外）頻出論点【健康診断・ストレス】,非公開（archived）,no,eisei-other,ok,no,no,field,,
field-law-harm-calculation,分野別対策,第一種衛生管理者・関係法令（有害）数値問題【許容濃度・一問一答】,archived,E分野,do,B,6,skip,field-law-harm-basics,第一種衛生管理者・関係法令（有害）数値問題【許容濃度・一問一答】,非公開（archived）,no,law-harm,ok,no,no,field,,
field-law-harm-case-study,分野別対策,第一種衛生管理者・関係法令（有害）事例問題【許容・届出・読解】,archived,E分野,do,B,6,skip,field-law-harm-basics,第一種衛生管理者・関係法令（有害）事例問題【許容・届出・読解】,非公開（archived）,no,law-harm,ok,no,no,field,,
field-law-harm-frequent-topics,分野別対策,第一種衛生管理者・関係法令（有害）頻出論点【許容濃度・届出】,archived,E分野,do,B,6,skip,field-law-harm-basics,第一種衛生管理者・関係法令（有害）頻出論点【許容濃度・届出】,非公開（archived）,no,law-harm,ok,no,no,field,,
field-law-other-calculation,分野別対策,第一種衛生管理者・関係法令（有害以外）数値問題【保存・周期・一問一答】,archived,E分野,do,B,6,skip,field-law-other-basics,第一種衛生管理者・関係法令（有害以外）数値問題【保存・周期・一問一答】,非公開（archived）,no,law-other,ok,no,no,field,,
field-law-other-case-study,分野別対策,第一種衛生管理者・関係法令（有害以外）事例問題【選任・届出・読解】,archived,E分野,do,B,6,skip,field-law-other-basics,第一種衛生管理者・関係法令（有害以外）事例問題【選任・届出・読解】,非公開（archived）,no,law-other,ok,no,no,field,,
field-law-other-frequent-topics,分野別対策,第一種衛生管理者・関係法令（有害以外）頻出論点【選任・届出・保存】,archived,E分野,do,B,6,skip,field-law-other-basics,第一種衛生管理者・関係法令（有害以外）頻出論点【選任・届出・保存】,非公開（archived）,no,law-other,ok,no,no,field,,
