slug,title,category,tags,summary,confusion_point,pattern_rows,article_title,article_lead,exam_points,common_mistakes,memory_tip,related_terms,faq_1_question,faq_1_answer,faq_2_question,faq_2_answer,faq_3_question,faq_3_answer,faq_4_question,faq_4_answer
tokushu-teiki-kongou,特殊健診と定期健診の混同,労働衛生,特殊健康診断;定期,有害業務でも定期健診のみで足りるとするパターンです。,業務名を読まずに判断。,"[{""topic"": ""対象"", ""wrong"": ""定期のみ"", ""correct"": ""特殊追加"", ""trap"": ""対象誤り""}, {""topic"": ""周期"", ""wrong"": ""同一"", ""correct"": ""業務で異なる"", ""trap"": ""周期誤り""}, {""topic"": ""項目"", ""wrong"": ""同一"", ""correct"": ""追加項目"", ""trap"": ""項目誤り""}, {""topic"": ""記録"", ""wrong"": ""省略"", ""correct"": ""個人記録5年"", ""trap"": ""記録誤り""}]",特殊・定期健診の混同｜第一種,特定化学物質・鉛・石綿等の業務には特殊健康診断が必要です。定期だけでは代替できません。,業務→特殊;定期は一般;周期別;記録保存,定期のみ;特殊不要;周期同一視,「有害業務＝特殊健診追加」。,定期健康診断／雇入時／特殊健康診断;特殊健康診断,「特殊健診と定期健診の混同」の試験での位置づけは？,特定化学物質・鉛・石綿等の業務には特殊健康診断が必要です。定期だけでは代替できません。 試験では業務→特殊を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「特殊健診と定期健診の混同」でよくある誤答パターンは？,「特殊健診と定期健診の混同」では業務→特殊を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は定期のみ;特殊不要;周期同一視。 過去問では条件文の主語入れ替え肢に注意してください。,「特殊健診と定期健診の混同」の覚え方・確認手順は？,「特殊健診と定期健診の混同」では業務→特殊を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は定期のみ;特殊不要;周期同一視。 過去問では条件文の主語入れ替え肢に注意してください。,「特殊健診と定期健診の混同」の公式情報はどこで確認しますか？,「特殊健診と定期健診の混同」では業務→特殊を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は定期のみ;特殊不要;周期同一視。 過去問では条件文の主語入れ替え肢に注意してください。
yugai-sennmu-kongou,有害業務と専任要件の混同,労働衛生,有害業務;専任,第二種で有害業務を担当・兼務自由とするパターンです。,30人・50人を混同。,"[{""topic"": ""選任"", ""wrong"": ""第二種"", ""correct"": ""第一種"", ""trap"": ""選任誤り""}, {""topic"": ""専任"", ""wrong"": ""兼務自由"", ""correct"": ""原則専任"", ""trap"": ""専任誤り""}, {""topic"": ""30人"", ""wrong"": ""委員会"", ""correct"": ""専任要件"", ""trap"": ""数値誤り""}, {""topic"": ""巡視"", ""wrong"": ""不要"", ""correct"": ""定期巡視"", ""trap"": ""巡視誤り""}]",有害業務専任の混同｜第一種,有害業務は第一種衛生管理者・原則専任・巡視義務です。30人超の専任要件も確認してください。,有害＝一種;専任・巡視;30人超;50人は委員会,二種で有害;兼務無制限;巡視不要,「有害＝一種・専任・巡視」。,専任の衛生管理者（有害業務30人超）;衛生工学衛生管理者,「有害業務と専任要件の混同」の試験での位置づけは？,有害業務は第一種衛生管理者・原則専任・巡視義務です。30人超の専任要件も確認してください。 試験では有害＝一種を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「有害業務と専任要件の混同」でよくある誤答パターンは？,「有害業務と専任要件の混同」では有害＝一種を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は二種で有害;兼務無制限;巡視不要。 過去問では条件文の主語入れ替え肢に注意してください。,「有害業務と専任要件の混同」の覚え方・確認手順は？,「有害業務と専任要件の混同」では有害＝一種を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は二種で有害;兼務無制限;巡視不要。 過去問では条件文の主語入れ替え肢に注意してください。,「有害業務と専任要件の混同」の公式情報はどこで確認しますか？,「有害業務と専任要件の混同」では有害＝一種を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は二種で有害;兼務無制限;巡視不要。 過去問では条件文の主語入れ替え肢に注意してください。
sds-chousa-kongou,SDSと危険性調査の手順混同,労働衛生,SDS;調査,SDS交付だけで化学物質管理が完了するとするパターンです。,調査→評価の順序を逆にする。,"[{""topic"": ""SDS"", ""wrong"": ""管理完了"", ""correct"": ""情報提供"", ""trap"": ""役割誤り""}, {""topic"": ""調査"", ""wrong"": ""不要"", ""correct"": ""危険性等の調査"", ""trap"": ""手順誤り""}, {""topic"": ""評価"", ""wrong"": ""省略"", ""correct"": ""リスクアセスメント"", ""trap"": ""評価誤り""}, {""topic"": ""教育"", ""wrong"": ""不要"", ""correct"": ""労働者教育"", ""trap"": ""教育誤り""}]",SDS・調査手順の混同｜第一種,化学物質管理は調査→リスクアセスメント→SDS・表示→措置→教育の一連手順です。,調査→評価→SDS→措置;記録;教育;順序重要,SDSのみ;調査省略;手順を逆転,「調査→評価→SDS→措置」。,リスクアセスメント;化学物質管理者（選任・職務）,「SDSと危険性調査の手順混同」の試験での位置づけは？,化学物質管理は調査→リスクアセスメント→SDS・表示→措置→教育の一連手順です。 試験では調査→評価→SDS→措置を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「SDSと危険性調査の手順混同」でよくある誤答パターンは？,「SDSと危険性調査の手順混同」では調査→評価→SDS→措置を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答はSDSのみ;調査省略;手順を逆転。 過去問では条件文の主語入れ替え肢に注意してください。,「SDSと危険性調査の手順混同」の覚え方・確認手順は？,「SDSと危険性調査の手順混同」では調査→評価→SDS→措置を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答はSDSのみ;調査省略;手順を逆転。 過去問では条件文の主語入れ替え肢に注意してください。,「SDSと危険性調査の手順混同」の公式情報はどこで確認しますか？,「SDSと危険性調査の手順混同」では調査→評価→SDS→措置を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答はSDSのみ;調査省略;手順を逆転。 過去問では条件文の主語入れ替え肢に注意してください。
tetra-alkyl-lead-mixup-mis-s33,四アルキル鉛と鉛健診の混同,労働衛生,四アルキル鉛;鉛,四アルキル鉛の管理を通常の鉛健診と同一視する誤りを整理します。,高毒性論点を落とす。,"[{""topic"": ""健診種類"", ""wrong"": ""特殊健康診断（鉛）で代替"", ""correct"": ""特殊健康診断（四アルキル鉛）を確認"", ""trap"": ""名称の類似""}, {""topic"": ""措置"", ""wrong"": ""所見があっても継続就業"", ""correct"": ""健康診断事後措置を優先"", ""trap"": ""就業判定軽視""}, {""topic"": ""記録"", ""wrong"": ""健診結果のみ保存"", ""correct"": ""記録の作成・保存（測定・健康診断・教育等）を一体化"", ""trap"": ""保存対象の漏れ""}, {""topic"": ""教育"", ""wrong"": ""一般教育のみ"", ""correct"": ""高毒性業務として特別に周知"", ""trap"": ""教育粒度不足""}]",四アルキル鉛混同の防止｜S33,四アルキル鉛は高毒性業務として扱い、健診と措置を専用フローで管理してください。,健診名称を厳密化;事後措置;記録統合,名称が似ているため鉛健診と混同しやすく、就業上措置を後回しにしてしまう。,似た名称は対象物質で必ず判定する。,特殊健康診断;健康診断事後措置,「四アルキル鉛と鉛健診の混同」の試験での位置づけは？,四アルキル鉛は高毒性業務として扱い、健診と措置を専用フローで管理してください。 試験では健診名称を厳密化を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「四アルキル鉛と鉛健診の混同」でよくある誤答パターンは？,名称が似ているため鉛健診と混同しやすく、就業上措置を後回しにしてしまう。 誤答肢では事後措置の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「四アルキル鉛と鉛健診の混同」の覚え方・確認手順は？,「四アルキル鉛と鉛健診の混同」では健診名称を厳密化を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は名称が似ているため鉛健診と混同しやすく、就業上措置を後回しにしてしまう。。 過去問では条件文の主語入れ替え肢に注意してください。,「四アルキル鉛と鉛健診の混同」の公式情報はどこで確認しますか？,「四アルキル鉛と鉛健診の混同」では健診名称を厳密化を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は名称が似ているため鉛健診と混同しやすく、就業上措置を後回しにしてしまう。。 過去問では条件文の主語入れ替え肢に注意してください。
asbestos-survey-skip-mis-s33,石綿事前調査後の管理省略ミス,労働衛生,石綿;調査,石綿事前調査を実施した後に、除去作業管理を省略する誤りを整理します。,調査完了で終わりと誤解。,"[{""topic"": ""工程認識"", ""wrong"": ""調査で完了"", ""correct"": ""除去作業管理へ接続"", ""trap"": ""工程分断""}, {""topic"": ""教育"", ""wrong"": ""教育不要"", ""correct"": ""石綿取扱業務の特別教育を実施"", ""trap"": ""対象者の取り違え""}, {""topic"": ""健診"", ""wrong"": ""一般健診のみ"", ""correct"": ""特殊健康診断（石綿・離職後フォロー）を確認"", ""trap"": ""健診種別混同""}, {""topic"": ""記録"", ""wrong"": ""調査記録だけ保存"", ""correct"": ""事前調査・作業記録の両方を保存"", ""trap"": ""帳票不足""}]",石綿調査後の省略ミス対策｜S33,石綿は調査と作業管理が別義務です。工程ごとの記録を切り分けて管理してください。,調査後の管理継続;教育実施;記録分離,調査報告書があるため作業中管理は不要と考え、実務手順を飛ばす誤りが起こる。,石綿は調査の次に作業管理が必ず続く。,石綿障害予防規則（事前調査・除去・記録）;石綿取扱業務の特別教育;石綿事前調査・除去等作業従事者の選任・記録;石綿（健康影響）,「石綿事前調査後の管理省略ミス」の試験での位置づけは？,石綿は調査と作業管理が別義務です。工程ごとの記録を切り分けて管理してください。 試験では調査後の管理継続を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「石綿事前調査後の管理省略ミス」でよくある誤答パターンは？,調査報告書があるため作業中管理は不要と考え、実務手順を飛ばす誤りが起こる。 誤答肢では教育実施の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「石綿事前調査後の管理省略ミス」の覚え方・確認手順は？,「石綿事前調査後の管理省略ミス」では調査後の管理継続を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は調査報告書があるため作業中管理は不要と考え、実務手順を飛ばす誤りが起こる。。 過去問では条件文の主語入れ替え肢に注意してください。,「石綿事前調査後の管理省略ミス」の公式情報はどこで確認しますか？,「石綿事前調査後の管理省略ミス」では調査後の管理継続を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は調査報告書があるため作業中管理は不要と考え、実務手順を飛ばす誤りが起こる。。 過去問では条件文の主語入れ替え肢に注意してください。
tokuka-first-second-mixup-mis-s33,第一類と第二類の混同ミス,労働衛生,特定化学物質;第一類,第一類と第二類の要求レベルを混同して判断する誤りを整理します。,許可論点を見落とす。,"[{""topic"": ""分類"", ""wrong"": ""第二類として処理"", ""correct"": ""製造許可物質（第1類特定化学物質）を確認"", ""trap"": ""分類確認不足""}, {""topic"": ""許可"", ""wrong"": ""許可不要と判断"", ""correct"": ""製造許可（第一類特定化学物質）を確認"", ""trap"": ""許可要件失念""}, {""topic"": ""測定"", ""wrong"": ""簡易測定のみ"", ""correct"": ""作業環境測定（義務・頻度・評価・記録）を適用"", ""trap"": ""頻度低見積り""}, {""topic"": ""健診"", ""wrong"": ""一般健診のみ"", ""correct"": ""特殊健康診断（特定化学物質）へ接続"", ""trap"": ""健診連動不足""}]",第一類第二類の混同対策｜S33,分類を先に確定しないと、その後の許可・測定・健診が連鎖的に誤ります。,分類先行;許可論点;測定頻度;健診,物質名を読まずに区分だけで判断し、第一類の許可論点を落とすことが多い。,特化則は分類を最初に確定する。,製造許可物質（第1類特定化学物質）;製造許可（第一類特定化学物質）;特殊健康診断,「第一類と第二類の混同ミス」の試験での位置づけは？,分類を先に確定しないと、その後の許可・測定・健診が連鎖的に誤ります。 試験では分類先行を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「第一類と第二類の混同ミス」でよくある誤答パターンは？,物質名を読まずに区分だけで判断し、第一類の許可論点を落とすことが多い。 誤答肢では許可論点の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「第一類と第二類の混同ミス」の覚え方・確認手順は？,「第一類と第二類の混同ミス」では分類先行を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は物質名を読まずに区分だけで判断し、第一類の許可論点を落とすことが多い。。 過去問では条件文の主語入れ替え肢に注意してください。,「第一類と第二類の混同ミス」の公式情報はどこで確認しますか？,「第一類と第二類の混同ミス」では分類先行を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は物質名を読まずに区分だけで判断し、第一類の許可論点を落とすことが多い。。 過去問では条件文の主語入れ替え肢に注意してください。
rating-standard-mixup-mis-s33,評定基準と管理区分の逆転ミス,労働衛生,管理区分;評定,評定基準と管理区分の役割を逆に理解する誤りを整理します。,評価語と措置語を逆転。,"[{""topic"": ""評定"", ""wrong"": ""区分を先に決める"", ""correct"": ""測定値から評定する"", ""trap"": ""順序逆転""}, {""topic"": ""区分"", ""wrong"": ""評定なしで決定"", ""correct"": ""管理区分（第1〜第3）の評価で判断"", ""trap"": ""根拠欠落""}, {""topic"": ""測定"", ""wrong"": ""A/B/Cを同義扱い"", ""correct"": ""A測定・B測定・C測定の意味と使い分け"", ""trap"": ""指標混同""}, {""topic"": ""記録"", ""wrong"": ""数値のみ保存"", ""correct"": ""評価理由まで保存"", ""trap"": ""再現性不足""}]",評定基準逆転ミスの防止｜S33,評定は根拠、区分は措置選択です。役割の違いを明確にすると応用問題で崩れません。,評定→区分の順序;A/B/C区別;根拠記録,区分名だけ暗記してしまい、評定手順を説明できずに正誤判断を誤る。,評定は根拠、区分は行動と対応づける。,管理区分（第1〜第3）の評価;A測定・B測定・C測定の意味と使い分け;作業環境評価基準・管理区分（第1～第3）,「評定基準と管理区分の逆転ミス」の試験での位置づけは？,評定は根拠、区分は措置選択です。役割の違いを明確にすると応用問題で崩れません。 試験では評定→区分の順序を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「評定基準と管理区分の逆転ミス」でよくある誤答パターンは？,区分名だけ暗記してしまい、評定手順を説明できずに正誤判断を誤る。 誤答肢ではA/B/C区別の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「評定基準と管理区分の逆転ミス」の覚え方・確認手順は？,「評定基準と管理区分の逆転ミス」では評定→区分の順序を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は区分名だけ暗記してしまい、評定手順を説明できずに正誤判断を誤る。。 過去問では条件文の主語入れ替え肢に注意してください。,「評定基準と管理区分の逆転ミス」の公式情報はどこで確認しますか？,「評定基準と管理区分の逆転ミス」では評定→区分の順序を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は区分名だけ暗記してしまい、評定手順を説明できずに正誤判断を誤る。。 過去問では条件文の主語入れ替え肢に注意してください。
category-change-skip-mis-s33,管理区分変更時の再評価漏れ,労働衛生,管理区分;見直し,工程変更後に管理区分の再評価を行わない誤りを整理します。,変更後も旧区分を維持。,"[{""topic"": ""変更契機"", ""wrong"": ""変更記録のみ"", ""correct"": ""リスクアセスメント（化学・作業環境）を再実施"", ""trap"": ""契機処理不足""}, {""topic"": ""測定"", ""wrong"": ""再測定不要"", ""correct"": ""作業環境測定（義務・頻度・評価・記録）を実施"", ""trap"": ""測定漏れ""}, {""topic"": ""報告"", ""wrong"": ""内部共有のみ"", ""correct"": ""作業環境測定結果の報告（監督署）を確認"", ""trap"": ""報告漏れ""}, {""topic"": ""記録"", ""wrong"": ""更新日なし"", ""correct"": ""更新履歴を保存"", ""trap"": ""トレーサビリティ不足""}]",区分変更再評価漏れの対策｜S33,区分変更は再評価と報告まで完了して初めて閉じる、という運用で管理してください。,変更契機;再測定;報告;更新履歴,現場変更を軽微と判断して再評価を省略し、区分不適合のまま運用する誤りが発生する。,変更時は必ず再評価フラグを立てる。,リスクアセスメント;作業環境測定結果の報告（監督署）;作業環境測定,「管理区分変更時の再評価漏れ」の試験での位置づけは？,区分変更は再評価と報告まで完了して初めて閉じる、という運用で管理してください。 試験では変更契機を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「管理区分変更時の再評価漏れ」でよくある誤答パターンは？,現場変更を軽微と判断して再評価を省略し、区分不適合のまま運用する誤りが発生する。 誤答肢では再測定の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「管理区分変更時の再評価漏れ」の覚え方・確認手順は？,「管理区分変更時の再評価漏れ」では変更契機を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は現場変更を軽微と判断して再評価を省略し、区分不適合のまま運用する誤りが発生する。。 過去問では条件文の主語入れ替え肢に注意してください。,「管理区分変更時の再評価漏れ」の公式情報はどこで確認しますか？,「管理区分変更時の再評価漏れ」では変更契機を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は現場変更を軽微と判断して再評価を省略し、区分不適合のまま運用する誤りが発生する。。 過去問では条件文の主語入れ替え肢に注意してください。
exam44-footcut-mis-s33,44問配点で足切りを見落とすミス,関係法令,44問;足切り,総合点だけを見て範囲別40点基準を見落とす誤りを整理します。,総合点偏重。,"[{""topic"": ""判断軸"", ""wrong"": ""総合点のみ確認"", ""correct"": ""範囲別40点を先確認"", ""trap"": ""評価順序誤り""}, {""topic"": ""学習"", ""wrong"": ""得意分野偏重"", ""correct"": ""5範囲を均等管理"", ""trap"": ""配分偏り""}, {""topic"": ""模試"", ""wrong"": ""正答率だけ確認"", ""correct"": ""範囲別集計を確認"", ""trap"": ""分析不足""}, {""topic"": ""直前期"", ""wrong"": ""新規問題優先"", ""correct"": ""誤答復習を優先"", ""trap"": ""復習不足""}]",44問足切り見落とし対策｜S33,第一種は足切り回避を先に確定する設計が有効で、総合点はその後に追えば十分です。,範囲別40点;総合240点;配分管理,総合点に安心して弱点範囲を放置し、本番で足切りになる失敗が多い。,合格判定は範囲別基準から逆算する。,衛生工学衛生管理者;労働安全衛生法;衛生管理者（選任・常勤・専任・資格区分）,「44問配点で足切りを見落とすミス」の試験での位置づけは？,第一種は足切り回避を先に確定する設計が有効で、総合点はその後に追えば十分です。 試験では範囲別40点を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「44問配点で足切りを見落とすミス」でよくある誤答パターンは？,総合点に安心して弱点範囲を放置し、本番で足切りになる失敗が多い。 誤答肢では総合240点の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「44問配点で足切りを見落とすミス」の覚え方・確認手順は？,「44問配点で足切りを見落とすミス」では範囲別40点を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は総合点に安心して弱点範囲を放置し、本番で足切りになる失敗が多い。。 過去問では条件文の主語入れ替え肢に注意してください。,「44問配点で足切りを見落とすミス」の公式情報はどこで確認しますか？,「44問配点で足切りを見落とすミス」では範囲別40点を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は総合点に安心して弱点範囲を放置し、本番で足切りになる失敗が多い。。 過去問では条件文の主語入れ替え肢に注意してください。
appointment-fulltime-mis-s33,選任・専任条件の取り違えミス,関係法令,選任;専任,選任要件と専任条件、巡視義務を取り違える誤りを整理します。,人数基準を混同。,"[{""topic"": ""資格"", ""wrong"": ""第二種で有害担当"", ""correct"": ""衛生工学衛生管理者（有害業務での選任）を確認"", ""trap"": ""資格区分混同""}, {""topic"": ""専任"", ""wrong"": ""人数基準なし"", ""correct"": ""専任の衛生管理者（有害業務30人超）を確認"", ""trap"": ""要件欠落""}, {""topic"": ""巡視"", ""wrong"": ""実施頻度任意"", ""correct"": ""衛生管理者の職場巡視（週1回）を実施"", ""trap"": ""義務軽視""}, {""topic"": ""体制"", ""wrong"": ""単独運用"", ""correct"": ""安全衛生管理体制（総括／衛生管理者／産業医）で運用"", ""trap"": ""体制誤認""}]",選任専任取り違えの対策｜S33,選任論点は資格・人数・巡視の3点セットで判断すると安定します。,資格区分;30人超;週1回巡視;体制,人数基準を委員会基準と混同し、専任と巡視の義務を同時に落とす。,選任問題は資格・人数・巡視を同時確認する。,衛生管理者（選任・常勤・専任・資格区分）;専任の衛生管理者（有害業務30人超）;衛生管理者の職場巡視（週1回）,「選任・専任条件の取り違えミス」の試験での位置づけは？,選任論点は資格・人数・巡視の3点セットで判断すると安定します。 試験では資格区分を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「選任・専任条件の取り違えミス」でよくある誤答パターンは？,人数基準を委員会基準と混同し、専任と巡視の義務を同時に落とす。 誤答肢では30人超の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「選任・専任条件の取り違えミス」の覚え方・確認手順は？,「選任・専任条件の取り違えミス」では資格区分を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は人数基準を委員会基準と混同し、専任と巡視の義務を同時に落とす。。 過去問では条件文の主語入れ替え肢に注意してください。,「選任・専任条件の取り違えミス」の公式情報はどこで確認しますか？,「選任・専任条件の取り違えミス」では資格区分を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は人数基準を委員会基準と混同し、専任と巡視の義務を同時に落とす。。 過去問では条件文の主語入れ替え肢に注意してください。
health-result-handling-mis-s33,健診結果取扱いの手順逆転ミス,労働衛生,健康診断;通知,健診結果の通知・保存・事後措置の順序を誤るミスを整理します。,通知だけで完了扱い。,"[{""topic"": ""通知"", ""wrong"": ""通知省略可"", ""correct"": ""健康診断結果の本人通知を実施"", ""trap"": ""通知軽視""}, {""topic"": ""保存"", ""wrong"": ""結果票を短期廃棄"", ""correct"": ""健康診断個人票の保存（5年）を維持"", ""trap"": ""保存年限混同""}, {""topic"": ""措置"", ""wrong"": ""所見後も放置"", ""correct"": ""健康診断事後措置を実施"", ""trap"": ""措置遅延""}, {""topic"": ""報告"", ""wrong"": ""提出不要"", ""correct"": ""健康診断結果報告書（特殊・定期）を確認"", ""trap"": ""報告漏れ""}]",健診結果手順逆転の対策｜S33,健診結果は通知・保存・措置を分割管理し、どれか一つでも欠けない運用を徹底してください。,本人通知;5年保存;事後措置;報告,通知実施で完了と誤認し、保存と措置が抜ける手順ミスが頻発する。,健診は通知後に措置まで追跡する。,健康診断結果の本人通知;健康診断個人票の保存（5年）;健康診断結果報告書（特殊・定期）,「健診結果取扱いの手順逆転ミス」の試験での位置づけは？,健診結果は通知・保存・措置を分割管理し、どれか一つでも欠けない運用を徹底してください。 試験では本人通知を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「健診結果取扱いの手順逆転ミス」でよくある誤答パターンは？,通知実施で完了と誤認し、保存と措置が抜ける手順ミスが頻発する。 誤答肢では5年保存の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「健診結果取扱いの手順逆転ミス」の覚え方・確認手順は？,「健診結果取扱いの手順逆転ミス」では本人通知を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は通知実施で完了と誤認し、保存と措置が抜ける手順ミスが頻発する。。 過去問では条件文の主語入れ替え肢に注意してください。,「健診結果取扱いの手順逆転ミス」の公式情報はどこで確認しますか？,「健診結果取扱いの手順逆転ミス」では本人通知を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答は通知実施で完了と誤認し、保存と措置が抜ける手順ミスが頻発する。。 過去問では条件文の主語入れ替え肢に注意してください。
chemical-survey-order-mis-s33,化学物質調査順序の逆転ミス,労働衛生,化学物質;調査,化学物質管理で調査と評価の順序を逆転させる誤りを整理します。,SDS先行で完了扱い。,"[{""topic"": ""調査"", ""wrong"": ""評価後に調査"", ""correct"": ""化学物質管理者（選任・職務）による事前確認を先実施"", ""trap"": ""順序逆転""}, {""topic"": ""評価"", ""wrong"": ""省略可能"", ""correct"": ""リスクアセスメント（化学・作業環境）を実施"", ""trap"": ""評価欠落""}, {""topic"": ""責任者"", ""wrong"": ""担当不在"", ""correct"": ""作業環境測定結果の評価・公表（概念）で責任を明確化"", ""trap"": ""主体不明""}, {""topic"": ""教育"", ""wrong"": ""不要"", ""correct"": ""安全衛生教育を実施"", ""trap"": ""教育欠落""}]",化学調査順序逆転の対策｜S33,化学管理は調査→評価→措置→教育の順序を崩さないことが最重要です。,調査先行;評価必須;責任者設定;教育,SDSの確認だけで調査と評価を省き、フローを短絡させる誤りが起こりやすい。,化学管理は順序固定で判断する。,化学物質管理者（選任・職務）;リスクアセスメント;作業環境測定結果の評価・公表（概念）,「化学物質調査順序の逆転ミス」の試験での位置づけは？,化学管理は調査→評価→措置→教育の順序を崩さないことが最重要です。 試験では調査先行を軸に、関連条文・数値・主体の取り違えを照合してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「化学物質調査順序の逆転ミス」でよくある誤答パターンは？,SDSの確認だけで調査と評価を省き、フローを短絡させる誤りが起こりやすい。 誤答肢では評価必須の主語や条件が入れ替わることが多いので、比較表で整理してください。 過去問で正誤の型を分類し、試験要項で数値・期限を照合してください。,「化学物質調査順序の逆転ミス」の覚え方・確認手順は？,「化学物質調査順序の逆転ミス」では調査先行を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答はSDSの確認だけで調査と評価を省き、フローを短絡させる誤りが起こりやすい。。 過去問では条件文の主語入れ替え肢に注意してください。,「化学物質調査順序の逆転ミス」の公式情報はどこで確認しますか？,「化学物質調査順序の逆転ミス」では調査先行を軸に、条文・数値・主体の取り違えを比較表で整理してください。 典型誤答はSDSの確認だけで調査と評価を省き、フローを短絡させる誤りが起こりやすい。。 過去問では条件文の主語入れ替え肢に注意してください。
