hub_file,slug,title,highlight,values,flags,verified
numbers.csv,sagyo-shunin-koushu,作業主任者技能講習,技能講習修了,技能講習 | 実務経験等 | 事業者 | 再講習等,concept_page,
numbers.csv,kagaku-chosa-nen,化学物質調査の実施周期,変更時・定期等,導入時 | 性状変更時 | 保存義務 | リスクアセスメント,concept_page,
numbers.csv,tetra-alkyl-lead-cycle-num-s33,四アルキル鉛健診周期の確認（数値確認）,四アルキル鉛健診周期の確認 — 数値・条件：確認は試験要項・省令で確認 / 関連制度：特殊健康診断（四アルキル鉛）,確認は試験要項・省令で確認 | 特殊健康診断（四アルキル鉛） | 学習記録 | 過去問で型確認 | 四アルキル鉛健診周期の確認,concept_page,OK-practice
numbers.csv,asbestos-record-years-num-s33,石綿調査・除去記録の年限整理（数値確認）,石綿調査・除去記録の年限整理 — 関連制度：石綿障害予防規則（事前調査・除去・記録） / 記録・保存：学習記録,石綿障害予防規則（事前調査・除去・記録） | 学習記録 | 過去問で型確認 | 石綿調査・除去記録の年限整理 | 基準値は試験要項・省令で確認,concept_page;maybe_missing_digit,OK-practice
numbers.csv,tokuka-first-permit-num-s33,第一類許可論点の数値整理（数値確認）,第一類許可論点の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 第一類許可論点の数値整理 | 数値整理は試験要項・省令で確認 | 製造許可（第一類特定化学物質）,concept_page;maybe_missing_digit,
numbers.csv,work-env-rating-num-s33,作業環境評定の代表値整理（数値確認）,作業環境評定の代表値整理 — 関連制度：A測定・B測定・C測定の意味と使い分け / 記録・保存：学習記録,A測定・B測定・C測定の意味と使い分け | 学習記録 | 過去問で型確認 | 作業環境評定の代表値整理 | 基準値は試験要項・省令で確認,concept_page,OK-practice
numbers.csv,category-change-review-num-s33,管理区分見直し手順の数値（数値確認）,管理区分見直し手順の数値 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 管理区分見直し手順の数値 | 数値は試験要項・省令で確認 | 最重要管理区分,concept_page,
numbers.csv,exam44-balance-num-s33,44問配点戦略の数値管理（数値確認）,44問配点戦略の数値管理 — 確認テーマ：44問配点戦略の数値管理 / 数値・条件：基準値は試験要項・省令で確認,44問配点戦略の数値管理 | 基準値は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任） | 学習記録 | 過去問で型確認,verify_official,OK
numbers.csv,appointment-dedicated-num-s33,選任・専任人数基準の整理（数値確認）,選任・専任人数基準の整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 選任・専任人数基準の整理 | 整理は試験要項・省令で確認 | 専任の衛生管理者（有害業務30人超）,verify_official,OK
numbers.csv,health-result-notice-num-s33,健診結果通知・保存の数値（数値確認）,健診結果通知・保存の数値 — 確認テーマ：健診結果通知・保存の数値 / 数値・条件：数値は試験要項・省令で確認,健診結果通知・保存の数値 | 数値は試験要項・省令で確認 | 健康診断結果の本人通知 | 学習記録 | 過去問で型確認,concept_page,OK
numbers.csv,chemical-risk-record-num-s33,化学物質調査記録の管理数値（数値確認）,化学物質調査記録の管理数値 — 数値・条件：基準値は試験要項・省令で確認 / 関連制度：化学物質管理者（選任・職務）,基準値は試験要項・省令で確認 | 化学物質管理者（選任・職務） | 学習記録 | 過去問で型確認 | 化学物質調査記録の管理数値,concept_page,
numbers.csv,hiring-education-hours-num-s33,雇入れ時教育の実施管理数値（数値確認）,雇入れ時教育の実施管理数値 — 数値・条件：基準値は試験要項・省令で確認 / 関連制度：雇入れ時の安全衛生教育（安衛則35条）,基準値は試験要項・省令で確認 | 雇入れ時の安全衛生教育（安衛則35条） | 学習記録 | 過去問で型確認 | 雇入れ時教育の実施管理数値,verify_official,OK
numbers.csv,lead-measure-decision-num-s34,鉛健診就業措置の数値整理（頻出整理）,鉛健診就業措置の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 鉛健診就業措置の数値整理 | 数値整理は試験要項・省令で確認 | 特殊健康診断（鉛）,concept_page,OK-practice
numbers.csv,asbestos-removal-log-num-s34,石綿除去記録の管理数値（頻出整理）,石綿除去記録の管理数値 — 関連制度：石綿障害予防規則（事前調査・除去・記録） / 記録・保存：学習記録,石綿障害予防規則（事前調査・除去・記録） | 学習記録 | 過去問で型確認 | 石綿除去記録の管理数値 | 基準値は試験要項・省令で確認,concept_page,
numbers.csv,first-class-improve-num-s34,第一類改善措置の数値確認（頻出整理）,第一類改善措置の数値確認 — 確認テーマ：第一類改善措置の数値確認 / 数値・条件：基準値は試験要項・省令で確認,第一類改善措置の数値確認 | 基準値は試験要項・省令で確認 | 製造許可（第一類特定化学物質） | 学習記録 | 過去問で型確認,concept_page,OK-practice
numbers.csv,c-measure-exposure-num-s34,C測定ばく露評価の数値（頻出整理）,C測定ばく露評価の数値 — 数値・条件：数値は試験要項・省令で確認 / 関連制度：A測定・B測定・C測定の意味と使い分け,数値は試験要項・省令で確認 | A測定・B測定・C測定の意味と使い分け | 学習記録 | 過去問で型確認 | C測定ばく露評価の数値,concept_page,OK-practice
numbers.csv,procedure-review-num-s34,区分見直し手続の数値整理（頻出整理）,区分見直し手続の数値整理 — 関連制度：最重要管理区分 / 記録・保存：学習記録,最重要管理区分 | 学習記録 | 過去問で型確認 | 区分見直し手続の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,five-domain-plan-num-s34,5範囲配点計画の数値（頻出整理）,5範囲配点計画の数値 — 関連制度：衛生工学衛生管理者（有害業務での選任） / 記録・保存：学習記録,衛生工学衛生管理者（有害業務での選任） | 学習記録 | 過去問で型確認 | 5範囲配点計画の数値 | 数値は試験要項・省令で確認,verify_official,OK
numbers.csv,ten-person-role-num-s34,10人規模体制の数値（頻出整理）,10人規模体制の数値 — 数値・条件：数値は試験要項・省令で確認 / 関連制度：衛生委員会,数値は試験要項・省令で確認 | 衛生委員会 | 学習記録 | 過去問で型確認 | 10人規模体制の数値,verify_official,OK-practice
numbers.csv,result-disclosure-num-s34,健診結果開示運用の数値（頻出整理）,健診結果開示運用の数値 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 健診結果開示運用の数値 | 数値は試験要項・省令で確認 | 健康診断結果の本人通知,concept_page,OK
numbers.csv,risk-record-update-num-s34,リスク記録更新の数値管理（頻出整理）,リスク記録更新の数値管理 — 数値・条件：基準値は試験要項・省令で確認 / 関連制度：リスクアセスメント対象物（自律的管理）,基準値は試験要項・省令で確認 | リスクアセスメント対象物（自律的管理） | 学習記録 | 過去問で型確認 | リスク記録更新の数値管理,concept_page,
numbers.csv,hiring-education-order-num-s34,雇入れ時教育順序の数値（頻出整理）,雇入れ時教育順序の数値 — 関連制度：雇入れ時の安全衛生教育（安衛則35条） / 記録・保存：学習記録,雇入れ時の安全衛生教育（安衛則35条） | 学習記録 | 過去問で型確認 | 雇入れ時教育順序の数値 | 数値は試験要項・省令で確認,verify_official,OK
numbers.csv,harmful-work-deep-num-s35,第一種有害業務深掘りの数値整理（基礎整理）,第一種有害業務深掘りの数値整理 — 関連制度：衛生工学衛生管理者（有害業務での選任） / 記録・保存：定義確認のメモ,衛生工学衛生管理者（有害業務での選任） | 定義確認のメモ | 主語→目的→対象 | 第一種有害業務深掘りの数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,exam44-domains-num-s35,44問各範囲攻略の数値整理（基礎整理）,44問各範囲攻略の数値整理 — 記録・保存：定義確認のメモ / 試験の確認点：主語→目的→対象,定義確認のメモ | 主語→目的→対象 | 44問各範囲攻略の数値整理 | 数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任）,verify_official,OK
numbers.csv,work-supervisor-link-num-s35,作業主任者連携の数値整理（基礎整理）,作業主任者連携の数値整理 — 確認テーマ：作業主任者連携の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,作業主任者連携の数値整理 | 数値整理は試験要項・省令で確認 | 労働安全衛生法 | 定義確認のメモ | 主語→目的→対象,concept_page,
numbers.csv,tokuka-first-class-num-s35,化学物質第一類管理の数値整理（基礎整理）,化学物質第一類管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：製造許可物質（第1類特定化学物質）,数値整理は試験要項・省令で確認 | 製造許可物質（第1類特定化学物質） | 定義確認のメモ | 主語→目的→対象 | 化学物質第一類管理の数値整理,verify_official,OK-practice
numbers.csv,asbestos-removal-num-s35,石綿除去管理の数値整理（基礎整理）,石綿除去管理の数値整理 — 確認テーマ：石綿除去管理の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,石綿除去管理の数値整理 | 数値整理は試験要項・省令で確認 | 石綿障害予防規則（事前調査・除去・記録） | 定義確認のメモ | 主語→目的→対象,concept_page,
numbers.csv,lead-management-num-s35,鉛管理の数値整理（基礎整理）,鉛管理の数値整理 — 関連制度：特殊健康診断（鉛） / 記録・保存：定義確認のメモ,特殊健康診断（鉛） | 定義確認のメモ | 主語→目的→対象 | 鉛管理の数値整理 | 数値整理は試験要項・省令で確認,concept_page,OK-practice
numbers.csv,organic-first-class-num-s35,有機溶剤第一種｜設備数値（基礎整理）,有機溶剤第一種管理の数値整理 — 関連制度：有機溶剤中毒予防規則（区分・局所排気・評価） / 記録・保存：定義確認のメモ,有機溶剤中毒予防規則（区分・局所排気・評価） | 定義確認のメモ | 主語→目的→対象 | 有機溶剤第一種管理の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,appointment-requirements-num-s35,選任要件の数値整理（基礎整理）,選任要件の数値整理 — 関連制度：衛生管理者（選任・常勤・専任・資格区分） / 記録・保存：定義確認のメモ,衛生管理者（選任・常勤・専任・資格区分） | 定義確認のメモ | 主語→目的→対象 | 選任要件の数値整理 | 数値整理は試験要項・省令で確認,concept_page,OK
numbers.csv,special-health-exam-num-s35,特殊健診の数値整理（基礎整理）,特殊健診の数値整理 — 関連制度：定期健康診断／雇入時／特殊健康診断 / 記録・保存：定義確認のメモ,定期健康診断／雇入時／特殊健康診断 | 定義確認のメモ | 主語→目的→対象 | 特殊健診の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,improvement-plan-num-s35,改善計画の数値整理（基礎整理）,改善計画の数値整理 — 記録・保存：定義確認のメモ / 試験の確認点：主語→目的→対象,定義確認のメモ | 主語→目的→対象 | 改善計画の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生改善計画（届出・公表）,concept_page,OK-practice
numbers.csv,harmful-work-deep-num-s36,第一種有害業務深掘りの数値整理（実務連動）,第一種有害業務深掘りの数値整理 — 関連制度：衛生工学衛生管理者（有害業務での選任） / 記録・保存：運転日誌・報告書,衛生工学衛生管理者（有害業務での選任） | 運転日誌・報告書 | 誰が・いつ・何を | 第一種有害業務深掘りの数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,exam44-domains-num-s36,44問各範囲攻略の数値整理（実務連動）,44問各範囲攻略の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生工学衛生管理者（有害業務での選任）,数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任） | 運転日誌・報告書 | 誰が・いつ・何を | 44問各範囲攻略の数値整理,maybe_missing_digit;verify_official,OK
numbers.csv,work-supervisor-link-num-s36,作業主任者連携の数値整理（実務連動）,作業主任者連携の数値整理 — 確認テーマ：作業主任者連携の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,作業主任者連携の数値整理 | 数値整理は試験要項・省令で確認 | 労働安全衛生法 | 運転日誌・報告書 | 誰が・いつ・何を,concept_page;maybe_missing_digit,
numbers.csv,tokuka-first-class-num-s36,化学物質第一類管理の数値整理（実務連動）,化学物質第一類管理の数値整理 — 記録・保存：運転日誌・報告書 / 試験の確認点：誰が・いつ・何を,運転日誌・報告書 | 誰が・いつ・何を | 化学物質第一類管理の数値整理 | 数値整理は試験要項・省令で確認 | 製造許可物質（第1類特定化学物質）,maybe_missing_digit;verify_official,OK-practice
numbers.csv,asbestos-removal-num-s36,石綿除去管理の数値整理（実務連動）,石綿除去管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：石綿障害予防規則（事前調査・除去・記録）,数値整理は試験要項・省令で確認 | 石綿障害予防規則（事前調査・除去・記録） | 運転日誌・報告書 | 誰が・いつ・何を | 石綿除去管理の数値整理,concept_page;maybe_missing_digit,
numbers.csv,lead-management-num-s36,鉛管理の数値整理（実務連動）,鉛管理の数値整理 — 確認テーマ：鉛管理の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,鉛管理の数値整理 | 数値整理は試験要項・省令で確認 | 特殊健康診断（鉛） | 運転日誌・報告書 | 誰が・いつ・何を,concept_page;maybe_missing_digit,OK-practice
numbers.csv,organic-first-class-num-s36,有機溶剤第一種管理の数値整理（実務連動）,有機溶剤第一種管理の数値整理 — 関連制度：有機溶剤中毒予防規則（区分・局所排気・評価） / 記録・保存：運転日誌・報告書,有機溶剤中毒予防規則（区分・局所排気・評価） | 運転日誌・報告書 | 誰が・いつ・何を | 有機溶剤第一種管理の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,appointment-requirements-num-s36,選任要件の数値整理（実務連動）,選任要件の数値整理 — 記録・保存：運転日誌・報告書 / 試験の確認点：誰が・いつ・何を,運転日誌・報告書 | 誰が・いつ・何を | 選任要件の数値整理 | 数値整理は試験要項・省令で確認 | 衛生管理者（選任・常勤・専任・資格区分）,concept_page;maybe_missing_digit,OK
numbers.csv,special-health-exam-num-s36,特殊健診の数値整理（実務連動）,特殊健診の数値整理 — 関連制度：定期健康診断／雇入時／特殊健康診断 / 記録・保存：運転日誌・報告書,定期健康診断／雇入時／特殊健康診断 | 運転日誌・報告書 | 誰が・いつ・何を | 特殊健診の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,improvement-plan-num-s36,改善計画の数値整理（実務連動）,改善計画の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：安全衛生改善計画（届出・公表）,数値整理は試験要項・省令で確認 | 安全衛生改善計画（届出・公表） | 運転日誌・報告書 | 誰が・いつ・何を | 改善計画の数値整理,concept_page;maybe_missing_digit,OK-practice
numbers.csv,harmful-work-deep-num-s37,第一種有害業務深掘りの数値整理（試験頻出）,第一種有害業務深掘りの数値整理 — 関連制度：衛生工学衛生管理者（有害業務での選任） / 記録・保存：過去問の条件メモ,衛生工学衛生管理者（有害業務での選任） | 過去問の条件メモ | 逆転肢の型分類 | 第一種有害業務深掘りの数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,exam44-domains-num-s37,44問各範囲攻略の数値整理（試験頻出）,44問各範囲攻略の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生工学衛生管理者（有害業務での選任）,数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任） | 過去問の条件メモ | 逆転肢の型分類 | 44問各範囲攻略の数値整理,verify_official,OK
numbers.csv,work-supervisor-link-num-s37,作業主任者連携の数値整理（試験頻出）,作業主任者連携の数値整理 — 関連制度：労働安全衛生法 / 記録・保存：過去問の条件メモ,労働安全衛生法 | 過去問の条件メモ | 逆転肢の型分類 | 作業主任者連携の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,tokuka-first-class-num-s37,化学物質第一類管理の数値整理（試験頻出）,化学物質第一類管理の数値整理 — 関連制度：製造許可物質（第1類特定化学物質） / 記録・保存：過去問の条件メモ,製造許可物質（第1類特定化学物質） | 過去問の条件メモ | 逆転肢の型分類 | 化学物質第一類管理の数値整理 | 数値整理は試験要項・省令で確認,verify_official,OK-practice
numbers.csv,asbestos-removal-num-s37,石綿除去管理の数値整理（試験頻出）,石綿除去管理の数値整理 — 関連制度：石綿障害予防規則（事前調査・除去・記録） / 記録・保存：過去問の条件メモ,石綿障害予防規則（事前調査・除去・記録） | 過去問の条件メモ | 逆転肢の型分類 | 石綿除去管理の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,lead-management-num-s37,鉛管理の数値整理（試験頻出）,鉛管理の数値整理 — 関連制度：特殊健康診断（鉛） / 記録・保存：過去問の条件メモ,特殊健康診断（鉛） | 過去問の条件メモ | 逆転肢の型分類 | 鉛管理の数値整理 | 数値整理は試験要項・省令で確認,concept_page,OK-practice
numbers.csv,organic-first-class-num-s37,有機溶剤第一種管理の数値整理（試験頻出）,有機溶剤第一種管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：有機溶剤中毒予防規則（区分・局所排気・評価）,数値整理は試験要項・省令で確認 | 有機溶剤中毒予防規則（区分・局所排気・評価） | 過去問の条件メモ | 逆転肢の型分類 | 有機溶剤第一種管理の数値整理,concept_page,
numbers.csv,appointment-requirements-num-s37,選任要件の数値整理（試験頻出）,選任要件の数値整理 — 確認テーマ：選任要件の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,選任要件の数値整理 | 数値整理は試験要項・省令で確認 | 衛生管理者（選任・常勤・専任・資格区分） | 過去問の条件メモ | 逆転肢の型分類,concept_page,OK
numbers.csv,special-health-exam-num-s37,特殊健診の数値整理（試験頻出）,特殊健診の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：定期健康診断／雇入時／特殊健康診断,数値整理は試験要項・省令で確認 | 定期健康診断／雇入時／特殊健康診断 | 過去問の条件メモ | 逆転肢の型分類 | 特殊健診の数値整理,concept_page,
numbers.csv,improvement-plan-num-s37,改善計画の数値整理（試験頻出）,改善計画の数値整理 — 関連制度：安全衛生改善計画（届出・公表） / 記録・保存：過去問の条件メモ,安全衛生改善計画（届出・公表） | 過去問の条件メモ | 逆転肢の型分類 | 改善計画の数値整理 | 数値整理は試験要項・省令で確認,concept_page,OK-practice
numbers.csv,harmful-work-deep-num-s38,第一種有害業務深掘りの数値整理（判例・ガイド）,第一種有害業務深掘りの数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生工学衛生管理者（有害業務での選任）,数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任） | 条文×通知の対応表 | 優先関係の整理 | 第一種有害業務深掘りの数値整理,concept_page,
numbers.csv,exam44-domains-num-s38,44問各範囲攻略の数値整理（判例・ガイド）,44問各範囲攻略の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生工学衛生管理者（有害業務での選任）,数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任） | 条文×通知の対応表 | 優先関係の整理 | 44問各範囲攻略の数値整理,verify_official,OK
numbers.csv,work-supervisor-link-num-s38,作業主任者連携の数値整理（判例・ガイド）,作業主任者連携の数値整理 — 関連制度：労働安全衛生法 / 記録・保存：条文×通知の対応表,労働安全衛生法 | 条文×通知の対応表 | 優先関係の整理 | 作業主任者連携の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,tokuka-first-class-num-s38,化学物質第一類管理の数値整理（判例・ガイド）,化学物質第一類管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：製造許可物質（第1類特定化学物質）,数値整理は試験要項・省令で確認 | 製造許可物質（第1類特定化学物質） | 条文×通知の対応表 | 優先関係の整理 | 化学物質第一類管理の数値整理,verify_official,OK-practice
numbers.csv,asbestos-removal-num-s38,石綿除去管理の数値整理（判例・ガイド）,石綿除去管理の数値整理 — 記録・保存：条文×通知の対応表 / 試験の確認点：優先関係の整理,条文×通知の対応表 | 優先関係の整理 | 石綿除去管理の数値整理 | 数値整理は試験要項・省令で確認 | 石綿障害予防規則（事前調査・除去・記録）,concept_page,
numbers.csv,lead-management-num-s38,鉛管理の数値整理（判例・ガイド）,鉛管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：特殊健康診断（鉛）,数値整理は試験要項・省令で確認 | 特殊健康診断（鉛） | 条文×通知の対応表 | 優先関係の整理 | 鉛管理の数値整理,concept_page,OK-practice
numbers.csv,organic-first-class-num-s38,有機溶剤第一種｜判例・数値（ガイド）,有機溶剤第一種管理の数値整理 — 関連制度：有機溶剤中毒予防規則（区分・局所排気・評価） / 記録・保存：条文×通知の対応表,有機溶剤中毒予防規則（区分・局所排気・評価） | 条文×通知の対応表 | 優先関係の整理 | 有機溶剤第一種管理の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,appointment-requirements-num-s38,選任要件の数値整理（判例・ガイド）,選任要件の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生管理者（選任・常勤・専任・資格区分）,数値整理は試験要項・省令で確認 | 衛生管理者（選任・常勤・専任・資格区分） | 条文×通知の対応表 | 優先関係の整理 | 選任要件の数値整理,concept_page,OK
numbers.csv,special-health-exam-num-s38,特殊健診の数値整理（判例・ガイド）,特殊健診の数値整理 — 関連制度：定期健康診断／雇入時／特殊健康診断 / 記録・保存：条文×通知の対応表,定期健康診断／雇入時／特殊健康診断 | 条文×通知の対応表 | 優先関係の整理 | 特殊健診の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,improvement-plan-num-s38,改善計画の数値整理（判例・ガイド）,改善計画の数値整理 — 確認テーマ：改善計画の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,改善計画の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生改善計画（届出・公表） | 条文×通知の対応表 | 優先関係の整理,concept_page,OK-practice
numbers.csv,harmful-work-deep-num-s39,第一種有害業務深掘りの数値整理（横断総合）,第一種有害業務深掘りの数値整理 — 記録・保存：弱点タグ付きノート / 試験の確認点：同型誤答の再演習,弱点タグ付きノート | 同型誤答の再演習 | 第一種有害業務深掘りの数値整理 | 数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任）,concept_page;maybe_missing_digit,
numbers.csv,exam44-domains-num-s39,44問各範囲攻略の数値整理（横断総合）,44問各範囲攻略の数値整理 — 記録・保存：弱点タグ付きノート / 試験の確認点：同型誤答の再演習,弱点タグ付きノート | 同型誤答の再演習 | 44問各範囲攻略の数値整理 | 数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任）,maybe_missing_digit;verify_official,OK
numbers.csv,work-supervisor-link-num-s39,作業主任者連携の数値整理（横断総合）,作業主任者連携の数値整理 — 関連制度：労働安全衛生法 / 記録・保存：弱点タグ付きノート,労働安全衛生法 | 弱点タグ付きノート | 同型誤答の再演習 | 作業主任者連携の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,tokuka-first-class-num-s39,化学物質第一類管理の数値整理（横断総合）,化学物質第一類管理の数値整理 — 関連制度：製造許可物質（第1類特定化学物質） / 記録・保存：弱点タグ付きノート,製造許可物質（第1類特定化学物質） | 弱点タグ付きノート | 同型誤答の再演習 | 化学物質第一類管理の数値整理 | 数値整理は試験要項・省令で確認,maybe_missing_digit;verify_official,OK-practice
numbers.csv,asbestos-removal-num-s39,石綿除去管理の数値整理（横断総合）,石綿除去管理の数値整理 — 確認テーマ：石綿除去管理の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,石綿除去管理の数値整理 | 数値整理は試験要項・省令で確認 | 石綿障害予防規則（事前調査・除去・記録） | 弱点タグ付きノート | 同型誤答の再演習,concept_page;maybe_missing_digit,
